Year,Typhoon Number,Typhoon Name,Cyclogenesis Start,Cyclogenesis End,Typhoon Start,Typhoon End,Cyclolysis Start,Cyclolysis End
2007,200703,TORAJI,2007-07-03 00:00:00,2007-07-04 06:00:00,2007-07-04 12:00:00,2007-07-05 18:00:00,2007-07-06 00:00:00,2007-07-06 00:00:00
2007,200704,MAN-YI,2007-07-07 06:00:00,2007-07-09 00:00:00,2007-07-09 06:00:00,2007-07-16 00:00:00,2007-07-16 06:00:00,2007-07-23 06:00:00
2007,200705,USAGI,2007-07-27 12:00:00,2007-07-29 06:00:00,2007-07-29 12:00:00,2007-08-04 06:00:00,2007-08-04 12:00:00,2007-08-04 18:00:00
2007,200706,PABUK,2007-08-04 18:00:00,2007-08-05 06:00:00,2007-08-05 12:00:00,2007-08-09 06:00:00,2007-08-09 12:00:00,2007-08-15 06:00:00
2007,200707,WUTIP,2007-08-06 12:00:00,2007-08-08 00:00:00,2007-08-08 06:00:00,2007-08-08 18:00:00,,
2007,200708,SEPAT,2007-08-12 00:00:00,2007-08-12 18:00:00,2007-08-13 00:00:00,2007-08-19 12:00:00,2007-08-19 18:00:00,2007-08-24 06:00:00
2007,200709,FITOW,2007-08-27 18:00:00,2007-08-29 00:00:00,2007-08-29 06:00:00,2007-09-08 00:00:00,,
2007,200710,DANAS,2007-09-06 00:00:00,2007-09-07 06:00:00,2007-09-07 12:00:00,2007-09-11 18:00:00,2007-09-12 00:00:00,2007-09-13 00:00:00
2007,200711,NARI,2007-09-11 12:00:00,2007-09-13 00:00:00,2007-09-13 06:00:00,2007-09-17 00:00:00,2007-09-17 06:00:00,2007-09-18 00:00:00
2007,200712,WIPHA,2007-09-15 00:00:00,2007-09-16 00:00:00,2007-09-16 06:00:00,2007-09-19 12:00:00,2007-09-19 18:00:00,2007-09-20 12:00:00
2007,200713,FRANCISCO,2007-09-21 12:00:00,2007-09-23 12:00:00,2007-09-23 18:00:00,2007-09-25 06:00:00,2007-09-25 12:00:00,2007-09-26 00:00:00
2007,200714,LEKIMA,2007-09-28 18:00:00,2007-09-30 00:00:00,2007-09-30 06:00:00,2007-10-04 06:00:00,2007-10-04 12:00:00,2007-10-04 18:00:00
2007,200715,KROSA,2007-10-01 06:00:00,2007-10-01 18:00:00,2007-10-02 00:00:00,2007-10-08 00:00:00,2007-10-08 06:00:00,2007-10-14 00:00:00
2007,200716,HAIYAN,2007-09-30 18:00:00,2007-10-05 00:00:00,2007-10-05 06:00:00,2007-10-06 06:00:00,2007-10-06 12:00:00,2007-10-07 00:00:00
2007,200717,PODUL,2007-10-03 00:00:00,2007-10-05 00:00:00,2007-10-05 06:00:00,2007-10-07 06:00:00,2007-10-07 12:00:00,2007-10-08 18:00:00
2007,200718,LINGLING,2007-10-10 12:00:00,2007-10-11 18:00:00,2007-10-12 00:00:00,2007-10-15 06:00:00,2007-10-15 12:00:00,2007-10-15 12:00:00
2007,200719,KAJIKI,2007-10-18 12:00:00,2007-10-19 00:00:00,2007-10-19 06:00:00,2007-10-22 06:00:00,2007-10-22 12:00:00,2007-10-23 12:00:00
2007,200720,FAXAI,2007-10-25 06:00:00,2007-10-26 00:00:00,2007-10-26 06:00:00,2007-10-27 12:00:00,2007-10-27 18:00:00,2007-10-28 18:00:00
2007,200721,PEIPAH,2007-11-01 18:00:00,2007-11-03 12:00:00,2007-11-03 18:00:00,2007-11-08 18:00:00,2007-11-09 00:00:00,2007-11-10 12:00:00
2007,200722,TAPAH,2007-11-11 12:00:00,2007-11-12 00:00:00,2007-11-12 06:00:00,2007-11-12 18:00:00,2007-11-13 00:00:00,2007-11-13 00:00:00
2007,200723,MITAG,2007-11-19 18:00:00,2007-11-20 12:00:00,2007-11-20 18:00:00,2007-11-27 12:00:00,,
2007,200724,HAGIBIS,2007-11-18 18:00:00,2007-11-20 18:00:00,2007-11-21 00:00:00,2007-11-27 12:00:00,2007-11-27 18:00:00,2007-11-27 18:00:00
2008,200801,NEOGURI,2008-04-13 00:00:00,2008-04-15 06:00:00,2008-04-15 12:00:00,2008-04-19 18:00:00,,
2008,200802,RAMMASUN,2008-05-07 00:00:00,2008-05-07 18:00:00,2008-05-08 00:00:00,2008-05-13 00:00:00,2008-05-13 06:00:00,2008-05-14 06:00:00
2008,200803,MATMO,2008-05-14 06:00:00,2008-05-15 12:00:00,2008-05-15 18:00:00,2008-05-17 00:00:00,,
2008,200804,HALONG,2008-05-14 12:00:00,2008-05-16 06:00:00,2008-05-16 12:00:00,2008-05-20 12:00:00,2008-05-20 18:00:00,2008-05-24 06:00:00
2008,200805,NAKRI,2008-05-26 06:00:00,2008-05-27 06:00:00,2008-05-27 12:00:00,2008-06-03 06:00:00,2008-06-03 12:00:00,2008-06-06 00:00:00
2008,200806,FENGSHEN,2008-06-17 18:00:00,2008-06-19 00:00:00,2008-06-19 06:00:00,2008-06-25 06:00:00,2008-06-25 12:00:00,2008-06-27 00:00:00
2008,200807,KALMAEGI,2008-07-13 06:00:00,2008-07-15 06:00:00,2008-07-15 12:00:00,2008-07-18 18:00:00,2008-07-19 00:00:00,2008-07-24 06:00:00
2008,200808,FUNG-WONG,2008-07-24 00:00:00,2008-07-25 06:00:00,2008-07-25 12:00:00,2008-07-29 12:00:00,2008-07-29 18:00:00,2008-07-31 18:00:00
2008,200809,KAMMURI,2008-08-03 12:00:00,2008-08-05 00:00:00,2008-08-05 06:00:00,2008-08-07 18:00:00,2008-08-08 00:00:00,2008-08-08 06:00:00
2008,200810,PHANFONE,2008-08-09 12:00:00,2008-08-10 06:00:00,2008-08-10 12:00:00,2008-08-11 06:00:00,2008-08-11 12:00:00,2008-08-11 18:00:00
2008,200811,VONGFONG,2008-08-13 18:00:00,2008-08-15 06:00:00,2008-08-15 12:00:00,2008-08-18 00:00:00,2008-08-18 06:00:00,2008-08-18 18:00:00
2008,200812,NURI,2008-08-17 06:00:00,2008-08-17 18:00:00,2008-08-18 00:00:00,2008-08-23 00:00:00,,
2008,200813,SINLAKU,2008-09-08 00:00:00,2008-09-08 18:00:00,2008-09-09 00:00:00,2008-09-21 00:00:00,2008-09-21 06:00:00,2008-09-23 12:00:00
2008,200814,HAGUPIT,2008-09-17 12:00:00,2008-09-19 12:00:00,2008-09-19 18:00:00,2008-09-25 00:00:00,2008-09-25 06:00:00,2008-09-25 18:00:00
2008,200815,JANGMI,2008-09-24 00:00:00,2008-09-24 12:00:00,2008-09-24 18:00:00,2008-10-01 00:00:00,2008-10-01 06:00:00,2008-10-05 00:00:00
2008,200816,MEKKHALA,2008-09-27 18:00:00,2008-09-29 00:00:00,2008-09-29 06:00:00,2008-09-30 12:00:00,,
2008,200817,HIGOS,2008-09-28 18:00:00,2008-10-02 00:00:00,2008-10-02 06:00:00,2008-10-03 06:00:00,2008-10-03 12:00:00,2008-10-06 06:00:00
2008,200818,BAVI,2008-10-18 00:00:00,2008-10-19 06:00:00,2008-10-19 12:00:00,2008-10-20 12:00:00,2008-10-20 18:00:00,2008-10-22 12:00:00
2008,200819,MAYSAK,2008-11-05 12:00:00,2008-11-07 06:00:00,2008-11-07 12:00:00,2008-11-09 12:00:00,2008-11-09 18:00:00,2008-11-13 18:00:00
2008,200820,HAISHEN,2008-11-14 18:00:00,2008-11-15 18:00:00,2008-11-16 00:00:00,2008-11-17 12:00:00,2008-11-17 18:00:00,2008-11-19 00:00:00
2008,200821,NOUL,2008-11-14 18:00:00,2008-11-16 12:00:00,2008-11-16 18:00:00,2008-11-17 12:00:00,,
2008,200822,DOLPHIN,2008-12-11 06:00:00,2008-12-12 18:00:00,2008-12-13 00:00:00,2008-12-18 12:00:00,2008-12-18 18:00:00,2008-12-18 18:00:00
2009,200901,KUJIRA,2009-05-01 12:00:00,2009-05-02 18:00:00,2009-05-03 00:00:00,2009-05-07 18:00:00,2009-05-08 00:00:00,2009-05-13 06:00:00
2009,200902,CHAN-HOM,2009-05-02 18:00:00,2009-05-03 12:00:00,2009-05-03 18:00:00,2009-05-09 00:00:00,2009-05-09 06:00:00,2009-05-13 00:00:00
2009,200903,LINFA,2009-06-17 06:00:00,2009-06-18 00:00:00,2009-06-18 06:00:00,2009-06-22 06:00:00,2009-06-22 12:00:00,2009-06-30 12:00:00
2009,200904,NANGKA,2009-06-22 12:00:00,2009-06-23 06:00:00,2009-06-23 12:00:00,2009-06-26 18:00:00,,
2009,200905,SOUDELOR,2009-07-09 18:00:00,2009-07-11 00:00:00,2009-07-11 06:00:00,2009-07-12 00:00:00,2009-07-12 06:00:00,2009-07-12 18:00:00
2009,200906,MOLAVE,2009-07-15 00:00:00,2009-07-16 06:00:00,2009-07-16 12:00:00,2009-07-19 06:00:00,,
2009,200907,GONI,2009-08-01 06:00:00,2009-08-03 12:00:00,2009-08-03 18:00:00,2009-08-08 06:00:00,2009-08-08 12:00:00,2009-08-10 00:00:00
2009,200908,MORAKOT,2009-08-02 18:00:00,2009-08-03 00:00:00,2009-08-03 06:00:00,2009-08-10 18:00:00,2009-08-11 00:00:00,2009-08-12 00:00:00
2009,200909,ETAU,2009-08-08 00:00:00,2009-08-09 06:00:00,2009-08-09 12:00:00,2009-08-13 00:00:00,2009-08-13 06:00:00,2009-08-16 00:00:00
2009,200910,VAMCO,2009-08-16 12:00:00,2009-08-17 18:00:00,2009-08-18 00:00:00,2009-08-26 00:00:00,2009-08-26 06:00:00,2009-08-26 18:00:00
2009,200911,KROVANH,2009-08-28 00:00:00,2009-08-28 12:00:00,2009-08-28 18:00:00,2009-09-01 12:00:00,2009-09-01 18:00:00,2009-09-02 06:00:00
2009,200912,DUJUAN,2009-09-02 18:00:00,2009-09-03 18:00:00,2009-09-04 00:00:00,2009-09-10 06:00:00,2009-09-10 12:00:00,2009-09-11 12:00:00
2009,200913,MUJIGAE,2009-09-09 00:00:00,2009-09-10 00:00:00,2009-09-10 06:00:00,2009-09-12 00:00:00,2009-09-12 06:00:00,2009-09-12 12:00:00
2009,200914,CHOI-WAN,2009-09-12 00:00:00,2009-09-12 18:00:00,2009-09-13 00:00:00,2009-09-20 12:00:00,2009-09-20 18:00:00,2009-09-20 18:00:00
2009,200915,KOPPU,2009-09-13 00:00:00,2009-09-13 18:00:00,2009-09-14 00:00:00,2009-09-15 12:00:00,2009-09-15 18:00:00,2009-09-15 18:00:00
2009,200916,KETSANA,2009-09-25 00:00:00,2009-09-26 00:00:00,2009-09-26 06:00:00,2009-09-30 06:00:00,2009-09-30 12:00:00,2009-09-30 18:00:00
2009,200917,PARMA,2009-09-27 18:00:00,2009-09-29 06:00:00,2009-09-29 12:00:00,2009-10-14 00:00:00,2009-10-14 06:00:00,2009-10-14 12:00:00
2009,200918,MELOR,2009-09-29 06:00:00,2009-09-30 00:00:00,2009-09-30 06:00:00,2009-10-08 12:00:00,2009-10-08 18:00:00,2009-10-11 00:00:00
2009,200919,NEPARTAK,2009-10-08 00:00:00,2009-10-09 06:00:00,2009-10-09 12:00:00,2009-10-14 00:00:00,2009-10-14 06:00:00,2009-10-15 18:00:00
2009,200920,LUPIT,2009-10-14 12:00:00,2009-10-15 12:00:00,2009-10-15 18:00:00,2009-10-27 00:00:00,2009-10-27 06:00:00,2009-10-30 18:00:00
2009,200921,MIRINAE,2009-10-25 18:00:00,2009-10-27 06:00:00,2009-10-27 12:00:00,2009-11-02 18:00:00,,
2009,200922,NIDA,2009-11-21 18:00:00,2009-11-23 12:00:00,2009-11-23 18:00:00,2009-12-03 00:00:00,2009-12-03 06:00:00,2009-12-03 12:00:00
2010,201001,OMAIS,2010-03-22 12:00:00,2010-03-24 12:00:00,2010-03-24 18:00:00,2010-03-26 00:00:00,2010-03-26 06:00:00,2010-03-26 12:00:00
2010,201002,CONSON,2010-07-11 12:00:00,2010-07-12 00:00:00,2010-07-12 06:00:00,2010-07-18 00:00:00,,
2010,201003,CHANTHU,2010-07-17 06:00:00,2010-07-19 12:00:00,2010-07-19 18:00:00,2010-07-23 06:00:00,2010-07-23 12:00:00,2010-07-23 12:00:00
2010,201004,DIANMU,2010-08-07 00:00:00,2010-08-08 12:00:00,2010-08-08 15:00:00,2010-08-12 18:00:00,2010-08-13 00:00:00,2010-08-13 00:00:00
2010,201005,MINDULLE,2010-08-22 00:00:00,2010-08-23 00:00:00,2010-08-23 06:00:00,2010-08-25 00:00:00,,
2010,201006,LIONROCK,2010-08-27 18:00:00,2010-08-28 18:00:00,2010-08-29 00:00:00,2010-09-02 06:00:00,2010-09-02 12:00:00,2010-09-04 06:00:00
2010,201007,KOMPASU,2010-08-28 12:00:00,2010-08-29 18:00:00,2010-08-30 00:00:00,2010-09-02 18:00:00,2010-09-03 00:00:00,2010-09-06 12:00:00
2010,201008,NAMTHEUN,2010-08-29 06:00:00,2010-08-30 12:00:00,2010-08-30 18:00:00,2010-08-31 06:00:00,2010-08-31 12:00:00,2010-08-31 12:00:00
2010,201009,MALOU,2010-09-01 12:00:00,2010-09-04 00:00:00,2010-09-04 03:00:00,2010-09-08 03:00:00,2010-09-08 06:00:00,2010-09-10 06:00:00
2010,201010,MERANTI,2010-09-07 00:00:00,2010-09-08 18:00:00,2010-09-09 00:00:00,2010-09-10 12:00:00,2010-09-10 18:00:00,2010-09-14 06:00:00
2010,201011,FANAPI,2010-09-14 18:00:00,2010-09-15 12:00:00,2010-09-15 18:00:00,2010-09-20 18:00:00,2010-09-21 00:00:00,2010-09-21 12:00:00
2010,201012,MALAKAS,2010-09-20 06:00:00,2010-09-22 00:00:00,2010-09-22 06:00:00,2010-09-25 12:00:00,2010-09-25 18:00:00,2010-09-28 00:00:00
2010,201013,MEGI,2010-10-13 00:00:00,2010-10-13 12:00:00,2010-10-13 18:00:00,2010-10-23 18:00:00,2010-10-24 00:00:00,2010-10-24 06:00:00
2010,201014,CHABA,2010-10-23 18:00:00,2010-10-24 18:00:00,2010-10-25 00:00:00,2010-10-30 18:00:00,2010-10-31 00:00:00,2010-11-01 00:00:00
2011,201101,AERE,2011-05-06 12:00:00,2011-05-07 12:00:00,2011-05-07 18:00:00,2011-05-11 18:00:00,2011-05-12 00:00:00,2011-05-15 06:00:00
2011,201102,SONGDA,2011-05-19 18:00:00,2011-05-21 12:00:00,2011-05-21 18:00:00,2011-05-29 06:00:00,2011-05-29 12:00:00,2011-06-02 00:00:00
2011,201103,SARIKA,2011-06-08 18:00:00,2011-06-09 12:00:00,2011-06-09 18:00:00,2011-06-11 06:00:00,,
2011,201104,HAIMA,2011-06-16 18:00:00,2011-06-21 12:00:00,2011-06-21 18:00:00,2011-06-24 18:00:00,2011-06-25 00:00:00,2011-06-25 12:00:00
2011,201105,MEARI,2011-06-20 18:00:00,2011-06-22 00:00:00,2011-06-22 06:00:00,2011-06-27 06:00:00,,
2011,201106,MA-ON,2011-07-11 12:00:00,2011-07-12 00:00:00,2011-07-12 06:00:00,2011-07-24 12:00:00,2011-07-24 18:00:00,2011-07-31 00:00:00
2011,201107,TOKAGE,2011-07-13 18:00:00,2011-07-15 00:00:00,2011-07-15 06:00:00,2011-07-15 18:00:00,,
2011,201108,NOCK-TEN,2011-07-24 18:00:00,2011-07-26 00:00:00,2011-07-26 06:00:00,2011-07-31 00:00:00,,
2011,201109,MUIFA,2011-07-27 00:00:00,2011-07-28 06:00:00,2011-07-28 12:00:00,2011-08-09 00:00:00,2011-08-09 06:00:00,2011-08-15 12:00:00
2011,201110,MERBOK,2011-08-02 18:00:00,2011-08-03 06:00:00,2011-08-03 12:00:00,2011-08-09 18:00:00,2011-08-10 00:00:00,2011-08-12 00:00:00
2011,201111,NANMADOL,2011-08-21 12:00:00,2011-08-23 12:00:00,2011-08-23 18:00:00,2011-08-31 00:00:00,2011-08-31 06:00:00,2011-08-31 12:00:00
2011,201112,TALAS,2011-08-23 18:00:00,2011-08-25 00:00:00,2011-08-25 06:00:00,2011-09-05 06:00:00,2011-09-05 12:00:00,2011-09-07 06:00:00
2011,201113,NORU,2011-09-02 00:00:00,2011-09-03 12:00:00,2011-09-03 18:00:00,2011-09-06 12:00:00,2011-09-06 18:00:00,2011-09-09 06:00:00
2011,201114,KULAP,2011-09-06 06:00:00,2011-09-07 00:00:00,2011-09-07 06:00:00,2011-09-09 00:00:00,2011-09-09 06:00:00,2011-09-11 00:00:00
2011,201115,ROKE,2011-09-09 12:00:00,2011-09-13 06:00:00,2011-09-13 12:00:00,2011-09-22 06:00:00,2011-09-22 12:00:00,2011-09-24 12:00:00
2011,201116,SONCA,2011-09-14 12:00:00,2011-09-15 06:00:00,2011-09-15 12:00:00,2011-09-20 12:00:00,2011-09-20 18:00:00,2011-09-21 06:00:00
2011,201117,NESAT,2011-09-23 00:00:00,2011-09-24 00:00:00,2011-09-24 06:00:00,2011-09-30 18:00:00,,
2011,201118,HAITANG,2011-09-24 00:00:00,2011-09-25 00:00:00,2011-09-25 06:00:00,2011-09-26 18:00:00,2011-09-27 00:00:00,2011-09-27 00:00:00
2011,201119,NALGAE,2011-09-26 12:00:00,2011-09-27 18:00:00,2011-09-28 00:00:00,2011-10-04 18:00:00,2011-10-05 00:00:00,2011-10-05 12:00:00
2011,201120,BANYAN,2011-10-09 06:00:00,2011-10-10 18:00:00,2011-10-11 00:00:00,2011-10-11 06:00:00,2011-10-11 12:00:00,2011-10-14 06:00:00
2011,201121,WASHI,2011-12-13 06:00:00,2011-12-15 06:00:00,2011-12-15 12:00:00,2011-12-19 00:00:00,,
2012,201201,PAKHAR,2012-03-26 00:00:00,2012-03-29 12:00:00,2012-03-29 18:00:00,2012-04-02 00:00:00,2012-04-02 06:00:00,2012-04-02 06:00:00
2012,201202,SANVU,2012-05-20 18:00:00,2012-05-22 06:00:00,2012-05-22 12:00:00,2012-05-27 18:00:00,2012-05-28 00:00:00,2012-05-30 12:00:00
2012,201203,MAWAR,2012-05-31 18:00:00,2012-06-01 18:00:00,2012-06-02 00:00:00,2012-06-06 06:00:00,2012-06-06 12:00:00,2012-06-13 00:00:00
2012,201204,GUCHOL,2012-06-10 12:00:00,2012-06-13 12:00:00,2012-06-13 18:00:00,2012-06-20 00:00:00,2012-06-20 06:00:00,2012-06-22 06:00:00
2012,201205,TALIM,2012-06-16 06:00:00,2012-06-17 06:00:00,2012-06-17 12:00:00,2012-06-20 18:00:00,,
2012,201206,DOKSURI,2012-06-25 00:00:00,2012-06-26 18:00:00,2012-06-27 00:00:00,2012-06-30 00:00:00,2012-06-30 06:00:00,2012-06-30 06:00:00
2012,201207,KHANUN,2012-07-14 18:00:00,2012-07-16 06:00:00,2012-07-16 12:00:00,2012-07-19 00:00:00,2012-07-19 06:00:00,2012-07-20 00:00:00
2012,201208,VICENTE,2012-07-18 12:00:00,2012-07-21 12:00:00,2012-07-21 18:00:00,2012-07-24 18:00:00,2012-07-25 00:00:00,2012-07-25 06:00:00
2012,201209,SAOLA,2012-07-26 18:00:00,2012-07-28 00:00:00,2012-07-28 06:00:00,2012-08-03 06:00:00,2012-08-03 12:00:00,2012-08-05 00:00:00
2012,201210,DAMREY,2012-07-27 06:00:00,2012-07-28 12:00:00,2012-07-28 18:00:00,2012-08-03 12:00:00,2012-08-03 18:00:00,2012-08-04 00:00:00
2012,201211,HAIKUI,2012-08-01 12:00:00,2012-08-03 00:00:00,2012-08-03 06:00:00,2012-08-09 12:00:00,2012-08-09 18:00:00,2012-08-11 06:00:00
2012,201212,KIROGI,2012-08-03 06:00:00,2012-08-06 12:00:00,2012-08-06 18:00:00,2012-08-10 06:00:00,2012-08-10 12:00:00,2012-08-12 06:00:00
2012,201213,KAI-TAK,2012-08-12 00:00:00,2012-08-13 00:00:00,2012-08-13 06:00:00,2012-08-18 06:00:00,2012-08-18 12:00:00,2012-08-18 12:00:00
2012,201214,TEMBIN,2012-08-17 06:00:00,2012-08-19 06:00:00,2012-08-19 12:00:00,2012-08-30 12:00:00,2012-08-30 18:00:00,2012-09-01 00:00:00
2012,201215,BOLAVEN,2012-08-19 06:00:00,2012-08-20 06:00:00,2012-08-20 12:00:00,2012-08-29 06:00:00,2012-08-29 12:00:00,2012-09-01 18:00:00
2012,201216,SANBA,2012-09-10 00:00:00,2012-09-11 00:00:00,2012-09-11 06:00:00,2012-09-18 00:00:00,2012-09-18 06:00:00,2012-09-18 18:00:00
2012,201217,JELAWAT,2012-09-20 00:00:00,2012-09-20 18:00:00,2012-09-21 00:00:00,2012-10-01 12:00:00,2012-10-01 18:00:00,2012-10-03 00:00:00
2012,201218,EWINIAR,2012-09-23 06:00:00,2012-09-24 12:00:00,2012-09-24 18:00:00,2012-09-30 00:00:00,2012-09-30 06:00:00,2012-09-30 18:00:00
2012,201219,MALIKSI,2012-09-29 12:00:00,2012-10-01 06:00:00,2012-10-01 12:00:00,2012-10-04 06:00:00,2012-10-04 12:00:00,2012-10-06 18:00:00
2012,201220,GAEMI,2012-09-29 00:00:00,2012-10-01 12:00:00,2012-10-01 18:00:00,2012-10-06 12:00:00,2012-10-06 18:00:00,2012-10-07 12:00:00
2012,201221,PRAPIROON,2012-10-05 00:00:00,2012-10-07 12:00:00,2012-10-07 18:00:00,2012-10-19 12:00:00,2012-10-19 18:00:00,2012-10-23 18:00:00
2012,201222,MARIA,2012-10-12 18:00:00,2012-10-14 06:00:00,2012-10-14 12:00:00,2012-10-19 00:00:00,2012-10-19 06:00:00,2012-10-20 00:00:00
2012,201223,SON-TINH,2012-10-21 12:00:00,2012-10-23 12:00:00,2012-10-23 18:00:00,2012-10-29 06:00:00,2012-10-29 12:00:00,2012-10-29 12:00:00
2012,201224,BOPHA,2012-11-25 18:00:00,2012-11-26 18:00:00,2012-11-27 00:00:00,2012-12-09 06:00:00,,
2012,201225,WUKONG,2012-12-24 00:00:00,2012-12-25 00:00:00,2012-12-25 06:00:00,2012-12-28 06:00:00,2012-12-28 12:00:00,2012-12-29 12:00:00
2013,201301,SONAMU,2013-01-01 00:00:00,2013-01-03 12:00:00,2013-01-03 18:00:00,2013-01-08 00:00:00,2013-01-08 06:00:00,2013-01-10 00:00:00
2013,201302,SHANSHAN,2013-02-18 06:00:00,2013-02-21 18:00:00,2013-02-22 00:00:00,2013-02-22 12:00:00,2013-02-22 18:00:00,2013-02-23 00:00:00
2013,201303,YAGI,2013-06-06 18:00:00,2013-06-08 12:00:00,2013-06-08 18:00:00,2013-06-12 06:00:00,2013-06-12 12:00:00,2013-06-16 06:00:00
2013,201304,LEEPI,2013-06-16 06:00:00,2013-06-18 00:00:00,2013-06-18 06:00:00,2013-06-21 00:00:00,2013-06-21 06:00:00,2013-06-23 18:00:00
2013,201305,BEBINCA,2013-06-19 18:00:00,2013-06-20 18:00:00,2013-06-21 00:00:00,2013-06-24 06:00:00,,
2013,201306,RUMBIA,2013-06-27 00:00:00,2013-06-28 12:00:00,2013-06-28 18:00:00,2013-07-02 12:00:00,,
2013,201307,SOULIK,2013-07-07 00:00:00,2013-07-08 00:00:00,2013-07-08 06:00:00,2013-07-14 00:00:00,2013-07-14 06:00:00,2013-07-14 12:00:00
2013,201308,CIMARON,2013-07-15 06:00:00,2013-07-17 00:00:00,2013-07-17 06:00:00,2013-07-18 18:00:00,,
2013,201309,JEBI,2013-07-28 18:00:00,2013-07-31 00:00:00,2013-07-31 06:00:00,2013-08-03 12:00:00,,
2013,201310,MANGKHUT,2013-08-05 00:00:00,2013-08-06 12:00:00,2013-08-06 18:00:00,2013-08-08 00:00:00,,
2013,201311,UTOR,2013-08-08 12:00:00,2013-08-09 18:00:00,2013-08-10 00:00:00,2013-08-15 12:00:00,2013-08-15 18:00:00,2013-08-18 06:00:00
2013,201312,TRAMI,2013-08-16 12:00:00,2013-08-18 00:00:00,2013-08-18 06:00:00,2013-08-22 18:00:00,2013-08-23 00:00:00,2013-08-24 06:00:00
2013,201313,PEWA,2013-08-18 06:00:00,2013-08-18 12:00:00,2013-08-18 18:00:00,2013-08-25 00:00:00,2013-08-25 06:00:00,2013-08-26 18:00:00
2013,201314,UNALA,2013-08-19 00:00:00,2013-08-19 06:00:00,2013-08-19 12:00:00,2013-08-19 12:00:00,,
2013,201315,KONG-REY,2013-08-25 00:00:00,2013-08-26 06:00:00,2013-08-26 12:00:00,2013-08-30 00:00:00,2013-08-30 06:00:00,2013-08-30 06:00:00
2013,201316,YUTU,2013-08-29 00:00:00,2013-09-01 00:00:00,2013-09-01 06:00:00,2013-09-01 18:00:00,2013-09-02 00:00:00,2013-09-05 06:00:00
2013,201317,TORAJI,2013-08-31 00:00:00,2013-09-01 18:00:00,2013-09-02 00:00:00,2013-09-04 00:00:00,2013-09-04 06:00:00,2013-09-05 06:00:00
2013,201318,MAN-YI,2013-09-11 18:00:00,2013-09-13 00:00:00,2013-09-13 06:00:00,2013-09-16 12:00:00,2013-09-16 18:00:00,2013-09-20 12:00:00
2013,201319,USAGI,2013-09-16 00:00:00,2013-09-16 18:00:00,2013-09-17 00:00:00,2013-09-23 06:00:00,2013-09-23 12:00:00,2013-09-24 00:00:00
2013,201320,PABUK,2013-09-19 06:00:00,2013-09-21 06:00:00,2013-09-21 12:00:00,2013-09-27 00:00:00,2013-09-27 06:00:00,2013-09-29 00:00:00
2013,201321,WUTIP,2013-09-25 18:00:00,2013-09-27 06:00:00,2013-09-27 12:00:00,2013-10-01 00:00:00,,
2013,201322,SEPAT,2013-09-29 06:00:00,2013-09-30 00:00:00,2013-09-30 06:00:00,2013-10-02 18:00:00,2013-10-03 00:00:00,2013-10-03 18:00:00
2013,201323,FITOW,2013-09-29 06:00:00,2013-09-30 18:00:00,2013-10-01 00:00:00,2013-10-07 06:00:00,,
2013,201324,DANAS,2013-10-01 00:00:00,2013-10-04 06:00:00,2013-10-04 12:00:00,2013-10-09 00:00:00,2013-10-09 06:00:00,2013-10-09 06:00:00
2013,201325,NARI,2013-10-08 12:00:00,2013-10-09 12:00:00,2013-10-09 18:00:00,2013-10-15 18:00:00,2013-10-16 00:00:00,2013-10-16 12:00:00
2013,201326,WIPHA,2013-10-09 00:00:00,2013-10-10 12:00:00,2013-10-10 18:00:00,2013-10-16 06:00:00,2013-10-16 12:00:00,2013-10-18 12:00:00
2013,201327,FRANCISCO,2013-10-15 12:00:00,2013-10-16 06:00:00,2013-10-16 12:00:00,2013-10-26 06:00:00,2013-10-26 12:00:00,2013-10-26 12:00:00
2013,201328,LEKIMA,2013-10-19 00:00:00,2013-10-20 18:00:00,2013-10-21 00:00:00,2013-10-26 12:00:00,2013-10-26 18:00:00,2013-10-28 18:00:00
2013,201329,KROSA,2013-10-27 18:00:00,2013-10-29 18:00:00,2013-10-30 00:00:00,2013-11-04 06:00:00,2013-11-04 12:00:00,2013-11-04 18:00:00
2013,201330,HAIYAN,2013-11-03 06:00:00,2013-11-04 00:00:00,2013-11-04 06:00:00,2013-11-11 06:00:00,,
2013,201331,PODUL,2013-11-11 12:00:00,2013-11-14 12:00:00,2013-11-14 18:00:00,2013-11-15 00:00:00,2013-11-15 06:00:00,2013-11-15 06:00:00
2014,201401,LINGLING,2014-01-15 00:00:00,2014-01-18 00:00:00,2014-01-18 06:00:00,2014-01-20 00:00:00,2014-01-20 06:00:00,2014-01-20 06:00:00
2014,201402,KAJIKI,2014-01-29 00:00:00,2014-01-31 00:00:00,2014-01-31 06:00:00,2014-02-01 06:00:00,2014-02-01 12:00:00,2014-02-01 12:00:00
2014,201403,FAXAI,2014-02-27 12:00:00,2014-02-28 12:00:00,2014-02-28 18:00:00,2014-03-05 18:00:00,2014-03-06 00:00:00,2014-03-08 06:00:00
2014,201404,PEIPAH,2014-04-02 18:00:00,2014-04-05 00:00:00,2014-04-05 06:00:00,2014-04-05 12:00:00,2014-04-05 18:00:00,2014-04-08 00:00:00
2014,201405,TAPAH,2014-04-27 00:00:00,2014-04-28 00:00:00,2014-04-28 06:00:00,2014-05-01 00:00:00,2014-05-01 06:00:00,2014-05-02 06:00:00
